,Sex,State,Age Group,Year,Deaths_x,Population,Crude Rate,Deaths_y
30779,Males,Oregon,75-79 yrs,2015,20,49548,40.36,24
30780,Females,Oregon,75-79 yrs,2015,0,57184,0,0
30781,Males,Oregon,80-84 yrs,2015,21,31648,66.35,25
30782,Females,Oregon,80-84 yrs,2015,0,40889,0,0
30783,Males,Oregon,85+ yrs,2015,10,29832,33.52,13
30784,Females,Oregon,85+ yrs,2015,0,53307,0,0
30785,Males,Pennsylvania,00-04 yrs,2015,0,364923,0,0
30786,Females,Pennsylvania,00-04 yrs,2015,0,348987,0,0
30787,Males,Pennsylvania,05-09 yrs,2015,0,377072,0,0
30788,Females,Pennsylvania,05-09 yrs,2015,0,360025,0,0
30789,Males,Pennsylvania,10-14 yrs,2015,0,388143,0,0
30790,Females,Pennsylvania,10-14 yrs,2015,0,371362,0,0
30791,Males,Pennsylvania,15-19 yrs,2015,31,423249,7.32,54
30792,Females,Pennsylvania,15-19 yrs,2015,0,406352,0,17
30793,Males,Pennsylvania,20-24 yrs,2015,45,439350,10.24,105
30794,Females,Pennsylvania,20-24 yrs,2015,0,423694,0,30
30795,Males,Pennsylvania,25-29 yrs,2015,52,437028,11.9,121
30796,Females,Pennsylvania,25-29 yrs,2015,12,420697,2.85,29
30797,Males,Pennsylvania,30-34 yrs,2015,50,401575,12.45,105
30798,Females,Pennsylvania,30-34 yrs,2015,0,394629,0,17
30799,Males,Pennsylvania,35-39 yrs,2015,37,368783,10.03,91
30800,Females,Pennsylvania,35-39 yrs,2015,13,369917,3.51,40
30801,Males,Pennsylvania,40-44 yrs,2015,63,376337,16.74,121
30802,Females,Pennsylvania,40-44 yrs,2015,12,380748,3.15,31
30803,Males,Pennsylvania,45-49 yrs,2015,51,415048,12.29,121
30804,Females,Pennsylvania,45-49 yrs,2015,12,424434,2.83,49
30805,Males,Pennsylvania,50-54 yrs,2015,107,456799,23.42,176
30806,Females,Pennsylvania,50-54 yrs,2015,16,473587,3.38,57
30807,Males,Pennsylvania,55-59 yrs,2015,87,463843,18.76,175
30808,Females,Pennsylvania,55-59 yrs,2015,12,486782,2.47,57
30809,Males,Pennsylvania,60-64 yrs,2015,60,406116,14.77,101
30810,Females,Pennsylvania,60-64 yrs,2015,13,433757,3,48
30811,Males,Pennsylvania,65-69 yrs,2015,63,329981,19.09,89
30812,Females,Pennsylvania,65-69 yrs,2015,0,366170,0,14
30813,Males,Pennsylvania,70-74 yrs,2015,59,228108,25.86,75
30814,Females,Pennsylvania,70-74 yrs,2015,0,271173,0,12
30815,Males,Pennsylvania,75-79 yrs,2015,45,159935,28.14,51
30816,Females,Pennsylvania,75-79 yrs,2015,0,206794,0,0
30817,Males,Pennsylvania,80-84 yrs,2015,26,113666,22.87,33
30818,Females,Pennsylvania,80-84 yrs,2015,0,168796,0,0
30819,Males,Pennsylvania,85+ yrs,2015,28,109441,25.58,43
30820,Females,Pennsylvania,85+ yrs,2015,0,223823,0,0
30821,Males,Rhode Island,00-04 yrs,2015,0,27998,0,0
30822,Females,Rhode Island,00-04 yrs,2015,0,26733,0,0
30823,Males,Rhode Island,05-09 yrs,2015,0,29010,0,0
30824,Females,Rhode Island,05-09 yrs,2015,0,27735,0,0
30825,Males,Rhode Island,10-14 yrs,2015,0,31036,0,0
30826,Females,Rhode Island,10-14 yrs,2015,0,29344,0,0
30827,Males,Rhode Island,15-19 yrs,2015,0,36582,0,0
30828,Females,Rhode Island,15-19 yrs,2015,0,36967,0,0
30829,Males,Rhode Island,20-24 yrs,2015,0,40951,0,0
30830,Females,Rhode Island,20-24 yrs,2015,0,39885,0,0
30831,Males,Rhode Island,25-29 yrs,2015,0,38012,0,0
30832,Females,Rhode Island,25-29 yrs,2015,0,36369,0,0
30833,Males,Rhode Island,30-34 yrs,2015,0,33572,0,0
30834,Females,Rhode Island,30-34 yrs,2015,0,33282,0,0
30835,Males,Rhode Island,35-39 yrs,2015,0,30362,0,11
30836,Females,Rhode Island,35-39 yrs,2015,0,30716,0,0
30837,Males,Rhode Island,40-44 yrs,2015,0,30729,0,0
30838,Females,Rhode Island,40-44 yrs,2015,0,31897,0,0
30839,Males,Rhode Island,45-49 yrs,2015,0,34582,0,0
30840,Females,Rhode Island,45-49 yrs,2015,0,36839,0,0
30841,Males,Rhode Island,50-54 yrs,2015,0,37906,0,12
30842,Females,Rhode Island,50-54 yrs,2015,0,40868,0,0
30843,Males,Rhode Island,55-59 yrs,2015,0,37395,0,17
30844,Females,Rhode Island,55-59 yrs,2015,0,40416,0,0
30845,Males,Rhode Island,60-64 yrs,2015,0,31884,0,0
30846,Females,Rhode Island,60-64 yrs,2015,0,35092,0,0
30847,Males,Rhode Island,65-69 yrs,2015,0,26081,0,0
30848,Females,Rhode Island,65-69 yrs,2015,0,28746,0,0
30849,Males,Rhode Island,70-74 yrs,2015,0,17665,0,0
30850,Females,Rhode Island,70-74 yrs,2015,0,20960,0,0
30851,Males,Rhode Island,75-79 yrs,2015,0,11576,0,0
30852,Females,Rhode Island,75-79 yrs,2015,0,15395,0,0
30853,Males,Rhode Island,80-84 yrs,2015,0,8414,0,0
30854,Females,Rhode Island,80-84 yrs,2015,0,12684,0,0
30855,Males,Rhode Island,85+ yrs,2015,0,8882,0,0
30856,Females,Rhode Island,85+ yrs,2015,0,19351,0,0
30857,Males,South Carolina,00-04 yrs,2015,0,148204,0,0
30858,Females,South Carolina,00-04 yrs,2015,0,142362,0,0
30859,Males,South Carolina,05-09 yrs,2015,0,157093,0,0
30860,Females,South Carolina,05-09 yrs,2015,0,152953,0,0
30861,Males,South Carolina,10-14 yrs,2015,0,154889,0,0
30862,Females,South Carolina,10-14 yrs,2015,0,150096,0,0
30863,Males,South Carolina,15-19 yrs,2015,15,161991,9.26,21
30864,Females,South Carolina,15-19 yrs,2015,0,153502,0,0
30865,Males,South Carolina,20-24 yrs,2015,41,178829,22.93,59
30866,Females,South Carolina,20-24 yrs,2015,0,168002,0,0
30867,Males,South Carolina,25-29 yrs,2015,29,164233,17.66,51
30868,Females,South Carolina,25-29 yrs,2015,0,167802,0,13
30869,Males,South Carolina,30-34 yrs,2015,26,151293,17.19,41
30870,Females,South Carolina,30-34 yrs,2015,12,156660,7.66,17
30871,Males,South Carolina,35-39 yrs,2015,25,144689,17.28,39
30872,Females,South Carolina,35-39 yrs,2015,0,150479,0,14
30873,Males,South Carolina,40-44 yrs,2015,25,147207,16.98,54
30874,Females,South Carolina,40-44 yrs,2015,0,154802,0,16
30875,Males,South Carolina,45-49 yrs,2015,27,151350,17.84,48
30876,Females,South Carolina,45-49 yrs,2015,13,160161,8.12,30
30877,Males,South Carolina,50-54 yrs,2015,44,162440,27.09,57
30878,Females,South Carolina,50-54 yrs,2015,0,175461,0,23
30879,Males,South Carolina,55-59 yrs,2015,31,157552,19.68,45
30880,Females,South Carolina,55-59 yrs,2015,0,175029,0,20
30881,Males,South Carolina,60-64 yrs,2015,35,143798,24.34,41
30882,Females,South Carolina,60-64 yrs,2015,11,167052,6.58,16
30883,Males,South Carolina,65-69 yrs,2015,21,133256,15.76,29
30884,Females,South Carolina,65-69 yrs,2015,0,151559,0,0
30885,Males,South Carolina,70-74 yrs,2015,20,95139,21.02,25
30886,Females,South Carolina,70-74 yrs,2015,0,109646,0,0
30887,Males,South Carolina,75-79 yrs,2015,18,60477,29.76,22
30888,Females,South Carolina,75-79 yrs,2015,0,74496,0,0
30889,Males,South Carolina,80-84 yrs,2015,10,36718,27.23,11
30890,Females,South Carolina,80-84 yrs,2015,0,51392,0,0
30891,Males,South Carolina,85+ yrs,2015,0,27167,0,10
30892,Females,South Carolina,85+ yrs,2015,0,54644,0,0
30893,Males,South Dakota,00-04 yrs,2015,0,31225,0,0
30894,Females,South Dakota,00-04 yrs,2015,0,29753,0,0
30895,Males,South Dakota,05-09 yrs,2015,0,31104,0,0
30896,Females,South Dakota,05-09 yrs,2015,0,29336,0,0
30897,Males,South Dakota,10-14 yrs,2015,0,29082,0,0
30898,Females,South Dakota,10-14 yrs,2015,0,27575,0,0
30899,Males,South Dakota,15-19 yrs,2015,0,29256,0,10
30900,Females,South Dakota,15-19 yrs,2015,0,27167,0,10
30901,Males,South Dakota,20-24 yrs,2015,0,31515,0,16
30902,Females,South Dakota,20-24 yrs,2015,0,29028,0,0
30903,Males,South Dakota,25-29 yrs,2015,0,29173,0,14
30904,Females,South Dakota,25-29 yrs,2015,0,26791,0,0
30905,Males,South Dakota,30-34 yrs,2015,0,29255,0,14
30906,Females,South Dakota,30-34 yrs,2015,0,27040,0,0
30907,Males,South Dakota,35-39 yrs,2015,0,26213,0,11
30908,Females,South Dakota,35-39 yrs,2015,0,24667,0,0
30909,Males,South Dakota,40-44 yrs,2015,0,23610,0,0
30910,Females,South Dakota,40-44 yrs,2015,0,22382,0,0
30911,Males,South Dakota,45-49 yrs,2015,0,24278,0,11
30912,Females,South Dakota,45-49 yrs,2015,0,23221,0,0
30913,Males,South Dakota,50-54 yrs,2015,0,28368,0,10
30914,Females,South Dakota,50-54 yrs,2015,0,28265,0,0
30915,Males,South Dakota,55-59 yrs,2015,10,29493,33.91,16
30916,Females,South Dakota,55-59 yrs,2015,0,29627,0,0
30917,Males,South Dakota,60-64 yrs,2015,0,27318,0,0
30918,Females,South Dakota,60-64 yrs,2015,0,27113,0,0
30919,Males,South Dakota,65-69 yrs,2015,0,21905,0,0
30920,Females,South Dakota,65-69 yrs,2015,0,21489,0,0
30921,Males,South Dakota,70-74 yrs,2015,0,14149,0,0
30922,Females,South Dakota,70-74 yrs,2015,0,15079,0,0
30923,Males,South Dakota,75-79 yrs,2015,0,9896,0,0
30924,Females,South Dakota,75-79 yrs,2015,0,11801,0,0
30925,Males,South Dakota,80-84 yrs,2015,0,7199,0,0
30926,Females,South Dakota,80-84 yrs,2015,0,9978,0,0
30927,Males,South Dakota,85+ yrs,2015,0,7113,0,0
30928,Females,South Dakota,85+ yrs,2015,0,13572,0,0
30929,Males,Tennessee,00-04 yrs,2015,0,206023,0,0
30930,Females,Tennessee,00-04 yrs,2015,0,197190,0,0
30931,Males,Tennessee,05-09 yrs,2015,0,212423,0,0
30932,Females,Tennessee,05-09 yrs,2015,0,204358,0,0
30933,Males,Tennessee,10-14 yrs,2015,0,213908,0,11
30934,Females,Tennessee,10-14 yrs,2015,0,206256,0,0
30935,Males,Tennessee,15-19 yrs,2015,17,215231,7.9,31
30936,Females,Tennessee,15-19 yrs,2015,0,204665,0,0
30937,Males,Tennessee,20-24 yrs,2015,36,230889,15.59,65
30938,Females,Tennessee,20-24 yrs,2015,0,226983,0,12
30939,Males,Tennessee,25-29 yrs,2015,34,223399,15.22,64
30940,Females,Tennessee,25-29 yrs,2015,0,226342,0,12
30941,Males,Tennessee,30-34 yrs,2015,33,210731,15.66,73
30942,Females,Tennessee,30-34 yrs,2015,0,215452,0,15
30943,Males,Tennessee,35-39 yrs,2015,36,203558,17.69,70
30944,Females,Tennessee,35-39 yrs,2015,0,208700,0,14
30945,Males,Tennessee,40-44 yrs,2015,45,208862,21.55,69
30946,Females,Tennessee,40-44 yrs,2015,0,214832,0,18
30947,Males,Tennessee,45-49 yrs,2015,41,212658,19.28,73
30948,Females,Tennessee,45-49 yrs,2015,0,219123,0,23
30949,Males,Tennessee,50-54 yrs,2015,53,224296,23.63,82
30950,Females,Tennessee,50-54 yrs,2015,18,237961,7.56,32
30951,Males,Tennessee,55-59 yrs,2015,57,215892,26.4,79
30952,Females,Tennessee,55-59 yrs,2015,10,234496,4.26,32
30953,Males,Tennessee,60-64 yrs,2015,33,190353,17.34,45
30954,Females,Tennessee,60-64 yrs,2015,12,213102,5.63,24
30955,Males,Tennessee,65-69 yrs,2015,43,166627,25.81,54
30956,Females,Tennessee,65-69 yrs,2015,0,185913,0,14
30957,Males,Tennessee,70-74 yrs,2015,28,117591,23.81,30
30958,Females,Tennessee,70-74 yrs,2015,0,135654,0,0
30959,Males,Tennessee,75-79 yrs,2015,27,77381,34.89,31
30960,Females,Tennessee,75-79 yrs,2015,0,98175,0,0
30961,Males,Tennessee,80-84 yrs,2015,32,47400,67.51,33
30962,Females,Tennessee,80-84 yrs,2015,0,70835,0,0
30963,Males,Tennessee,85+ yrs,2015,27,37066,72.84,29
30964,Females,Tennessee,85+ yrs,2015,0,76401,0,0
30965,Males,Texas,00-04 yrs,2015,0,1015552,0,0
30966,Females,Texas,00-04 yrs,2015,0,971106,0,0
30967,Males,Texas,05-09 yrs,2015,0,1035523,0,0
30968,Females,Texas,05-09 yrs,2015,0,995702,0,0
30969,Males,Texas,10-14 yrs,2015,0,1026683,0,15
30970,Females,Texas,10-14 yrs,2015,0,990073,0,11
30971,Males,Texas,15-19 yrs,2015,70,998813,7.01,128
30972,Females,Texas,15-19 yrs,2015,11,949013,1.16,53
30973,Males,Texas,20-24 yrs,2015,144,1035486,13.91,251
30974,Females,Texas,20-24 yrs,2015,13,968759,1.34,46
30975,Males,Texas,25-29 yrs,2015,137,1032510,13.27,241
30976,Females,Texas,25-29 yrs,2015,18,990618,1.82,60
30977,Males,Texas,30-34 yrs,2015,121,1008141,12,246
30978,Females,Texas,30-34 yrs,2015,20,987689,2.02,66
30979,Males,Texas,35-39 yrs,2015,125,937206,13.34,215
30980,Females,Texas,35-39 yrs,2015,38,932288,4.08,80
30981,Males,Texas,40-44 yrs,2015,114,908641,12.55,217
30982,Females,Texas,40-44 yrs,2015,33,919792,3.59,71
30983,Males,Texas,45-49 yrs,2015,126,865916,14.55,218
30984,Females,Texas,45-49 yrs,2015,33,871292,3.79,81
30985,Males,Texas,50-54 yrs,2015,169,868505,19.46,260
30986,Females,Texas,50-54 yrs,2015,47,888855,5.29,100
30987,Males,Texas,55-59 yrs,2015,147,809880,18.15,220
30988,Females,Texas,55-59 yrs,2015,40,844972,4.73,81
30989,Males,Texas,60-64 yrs,2015,128,664054,19.28,181
30990,Females,Texas,60-64 yrs,2015,37,723079,5.12,62
30991,Males,Texas,65-69 yrs,2015,92,532669,17.27,116
30992,Females,Texas,65-69 yrs,2015,20,593901,3.37,36
30993,Males,Texas,70-74 yrs,2015,84,364683,23.03,96
30994,Females,Texas,70-74 yrs,2015,0,424839,0,16
30995,Males,Texas,75-79 yrs,2015,64,241377,26.51,68
30996,Females,Texas,75-79 yrs,2015,0,302609,0,11
30997,Males,Texas,80-84 yrs,2015,52,157923,32.93,57
30998,Females,Texas,80-84 yrs,2015,0,221990,0,0
30999,Males,Texas,85+ yrs,2015,72,130998,54.96,85
31000,Females,Texas,85+ yrs,2015,0,243743,0,0
31001,Males,Texas,Unknown yrs,2015,0,.,0,0
31002,Males,Utah,00-04 yrs,2015,0,129458,0,0
31003,Females,Utah,00-04 yrs,2015,0,123008,0,0
31004,Males,Utah,05-09 yrs,2015,0,134529,0,0
31005,Females,Utah,05-09 yrs,2015,0,126883,0,0
31006,Males,Utah,10-14 yrs,2015,0,129308,0,11
31007,Females,Utah,10-14 yrs,2015,0,123029,0,0
31008,Males,Utah,15-19 yrs,2015,23,117627,19.55,40
31009,Females,Utah,15-19 yrs,2015,0,113068,0,12
31010,Males,Utah,20-24 yrs,2015,32,127462,25.11,51
31011,Females,Utah,20-24 yrs,2015,0,122785,0,0
31012,Males,Utah,25-29 yrs,2015,20,111792,17.89,41
31013,Females,Utah,25-29 yrs,2015,0,107783,0,15
31014,Males,Utah,30-34 yrs,2015,27,113087,23.88,57
31015,Females,Utah,30-34 yrs,2015,0,109473,0,13
31016,Males,Utah,35-39 yrs,2015,19,110794,17.15,43
31017,Females,Utah,35-39 yrs,2015,0,106732,0,23
31018,Males,Utah,40-44 yrs,2015,28,91500,30.6,52
31019,Females,Utah,40-44 yrs,2015,0,88119,0,15
31020,Males,Utah,45-49 yrs,2015,23,78919,29.14,39
31021,Females,Utah,45-49 yrs,2015,0,76347,0,15
31022,Males,Utah,50-54 yrs,2015,19,76278,24.91,31
31023,Females,Utah,50-54 yrs,2015,0,77065,0,22
31024,Males,Utah,55-59 yrs,2015,24,74511,32.21,41
31025,Females,Utah,55-59 yrs,2015,0,76700,0,13
31026,Males,Utah,60-64 yrs,2015,18,64601,27.86,24
31027,Females,Utah,60-64 yrs,2015,0,67381,0,0
31028,Males,Utah,65-69 yrs,2015,13,51140,25.42,15
31029,Females,Utah,65-69 yrs,2015,0,54603,0,0
31030,Males,Utah,70-74 yrs,2015,0,35623,0,10
31031,Females,Utah,70-74 yrs,2015,0,40013,0,0
31032,Males,Utah,75-79 yrs,2015,0,24361,0,0
31033,Females,Utah,75-79 yrs,2015,0,28529,0,0
31034,Males,Utah,80-84 yrs,2015,0,16646,0,0
31035,Females,Utah,80-84 yrs,2015,0,20466,0,0
31036,Males,Utah,85+ yrs,2015,0,14079,0,0
31037,Females,Utah,85+ yrs,2015,0,21218,0,0
31038,Males,Vermont,00-04 yrs,2015,0,15879,0,0
31039,Females,Vermont,00-04 yrs,2015,0,14664,0,0
31040,Males,Vermont,05-09 yrs,2015,0,16685,0,0
31041,Females,Vermont,05-09 yrs,2015,0,15736,0,0
31042,Males,Vermont,10-14 yrs,2015,0,17761,0,0
31043,Females,Vermont,10-14 yrs,2015,0,16706,0,0
31044,Males,Vermont,15-19 yrs,2015,0,22202,0,0
31045,Females,Vermont,15-19 yrs,2015,0,21155,0,0
31046,Males,Vermont,20-24 yrs,2015,0,24231,0,11
31047,Females,Vermont,20-24 yrs,2015,0,22568,0,0
31048,Males,Vermont,25-29 yrs,2015,0,18335,0,0
31049,Females,Vermont,25-29 yrs,2015,0,17407,0,0
31050,Males,Vermont,30-34 yrs,2015,0,17933,0,0
31051,Females,Vermont,30-34 yrs,2015,0,18107,0,0
31052,Males,Vermont,35-39 yrs,2015,0,17037,0,0
31053,Females,Vermont,35-39 yrs,2015,0,17538,0,0
31054,Males,Vermont,40-44 yrs,2015,0,17791,0,0
31055,Females,Vermont,40-44 yrs,2015,0,18120,0,0
31056,Males,Vermont,45-49 yrs,2015,0,20141,0,0
31057,Females,Vermont,45-49 yrs,2015,0,20798,0,0
31058,Males,Vermont,50-54 yrs,2015,0,23418,0,0
31059,Females,Vermont,50-54 yrs,2015,0,24715,0,0
31060,Males,Vermont,55-59 yrs,2015,12,24633,48.72,15
31061,Females,Vermont,55-59 yrs,2015,0,25657,0,0
31062,Males,Vermont,60-64 yrs,2015,0,22592,0,0
31063,Females,Vermont,60-64 yrs,2015,0,23607,0,0
31064,Males,Vermont,65-69 yrs,2015,0,18931,0,0
31065,Females,Vermont,65-69 yrs,2015,0,19579,0,0
31066,Males,Vermont,70-74 yrs,2015,0,12774,0,0
31067,Females,Vermont,70-74 yrs,2015,0,13863,0,0
31068,Males,Vermont,75-79 yrs,2015,0,7943,0,0
31069,Females,Vermont,75-79 yrs,2015,0,9358,0,0
31070,Males,Vermont,80-84 yrs,2015,0,5330,0,0
31071,Females,Vermont,80-84 yrs,2015,0,7222,0,0
31072,Males,Vermont,85+ yrs,2015,0,4749,0,0
31073,Females,Vermont,85+ yrs,2015,0,9290,0,0
31074,Males,Virginia,00-04 yrs,2015,0,262242,0,0
31075,Females,Virginia,00-04 yrs,2015,0,249540,0,0
31076,Males,Virginia,05-09 yrs,2015,0,264425,0,0
31077,Females,Virginia,05-09 yrs,2015,0,254085,0,0
31078,Males,Virginia,10-14 yrs,2015,0,264956,0,0
31079,Females,Virginia,10-14 yrs,2015,0,255818,0,0
31080,Males,Virginia,15-19 yrs,2015,27,273714,9.86,38
31081,Females,Virginia,15-19 yrs,2015,0,262856,0,10
31082,Males,Virginia,20-24 yrs,2015,42,308243,13.63,83
31083,Females,Virginia,20-24 yrs,2015,0,284591,0,15
31084,Males,Virginia,25-29 yrs,2015,37,298912,12.38,71
31085,Females,Virginia,25-29 yrs,2015,0,291376,0,20
31086,Males,Virginia,30-34 yrs,2015,31,290667,10.67,67
31087,Females,Virginia,30-34 yrs,2015,0,289170,0,19
31088,Males,Virginia,35-39 yrs,2015,41,271214,15.12,74
31089,Females,Virginia,35-39 yrs,2015,0,274447,0,14
31090,Males,Virginia,40-44 yrs,2015,34,270243,12.58,59
31091,Females,Virginia,40-44 yrs,2015,0,274691,0,22
31092,Males,Virginia,45-49 yrs,2015,42,278259,15.09,75
31093,Females,Virginia,45-49 yrs,2015,16,287435,5.57,34
31094,Males,Virginia,50-54 yrs,2015,43,297646,14.45,81
31095,Females,Virginia,50-54 yrs,2015,10,309881,3.23,28
31096,Males,Virginia,55-59 yrs,2015,45,277608,16.21,74
31097,Females,Virginia,55-59 yrs,2015,11,296191,3.71,34
31098,Males,Virginia,60-64 yrs,2015,53,232916,22.75,77
31099,Females,Virginia,60-64 yrs,2015,0,256401,0,18
31100,Males,Virginia,65-69 yrs,2015,52,195497,26.6,60
31101,Females,Virginia,65-69 yrs,2015,0,219240,0,13
31102,Males,Virginia,70-74 yrs,2015,37,135324,27.34,42
31103,Females,Virginia,70-74 yrs,2015,0,158694,0,10
31104,Males,Virginia,75-79 yrs,2015,16,89278,17.92,21
31105,Females,Virginia,75-79 yrs,2015,0,111663,0,0
31106,Males,Virginia,80-84 yrs,2015,18,56831,31.67,21
31107,Females,Virginia,80-84 yrs,2015,0,80742,0,0
31108,Males,Virginia,85+ yrs,2015,15,47943,31.29,18
31109,Females,Virginia,85+ yrs,2015,0,94028,0,0
31110,Males,Washington,00-04 yrs,2015,0,228217,0,0
31111,Females,Washington,00-04 yrs,2015,0,217677,0,0
31112,Males,Washington,05-09 yrs,2015,0,232733,0,0
31113,Females,Washington,05-09 yrs,2015,0,222430,0,0
31114,Males,Washington,10-14 yrs,2015,0,224313,0,0
31115,Females,Washington,10-14 yrs,2015,0,215511,0,0
31116,Males,Washington,15-19 yrs,2015,29,226385,12.81,52
31117,Females,Washington,15-19 yrs,2015,0,213799,0,12
31118,Males,Washington,20-24 yrs,2015,25,254067,9.84,67
31119,Females,Washington,20-24 yrs,2015,0,233021,0,13
31120,Males,Washington,25-29 yrs,2015,38,272758,13.93,64
31121,Females,Washington,25-29 yrs,2015,0,254470,0,20
31122,Males,Washington,30-34 yrs,2015,34,264879,12.84,71
31123,Females,Washington,30-34 yrs,2015,0,254483,0,23
31124,Males,Washington,35-39 yrs,2015,28,241648,11.59,70
31125,Females,Washington,35-39 yrs,2015,12,234430,5.12,20
31126,Males,Washington,40-44 yrs,2015,27,229782,11.75,62
31127,Females,Washington,40-44 yrs,2015,0,224515,0,28
31128,Males,Washington,45-49 yrs,2015,34,233131,14.58,62
31129,Females,Washington,45-49 yrs,2015,13,228534,5.69,35
31130,Males,Washington,50-54 yrs,2015,43,242513,17.73,87
31131,Females,Washington,50-54 yrs,2015,0,244431,0,40
31132,Males,Washington,55-59 yrs,2015,36,240140,14.99,71
31133,Females,Washington,55-59 yrs,2015,0,247343,0,28
31134,Males,Washington,60-64 yrs,2015,30,213844,14.03,50
31135,Females,Washington,60-64 yrs,2015,12,229259,5.23,36
31136,Males,Washington,65-69 yrs,2015,27,176455,15.3,46
31137,Females,Washington,65-69 yrs,2015,0,191323,0,16
31138,Males,Washington,70-74 yrs,2015,25,120039,20.83,32
31139,Females,Washington,70-74 yrs,2015,0,132200,0,0
31140,Males,Washington,75-79 yrs,2015,21,76678,27.39,24
31141,Females,Washington,75-79 yrs,2015,0,88919,0,12
31142,Males,Washington,80-84 yrs,2015,21,49200,42.68,25
31143,Females,Washington,80-84 yrs,2015,0,64571,0,0
31144,Males,Washington,85+ yrs,2015,26,45904,56.64,34
31145,Females,Washington,85+ yrs,2015,0,83216,0,0
31146,Males,West Virginia,00-04 yrs,2015,0,52124,0,0
31147,Females,West Virginia,00-04 yrs,2015,0,49841,0,0
31148,Males,West Virginia,05-09 yrs,2015,0,53309,0,0
31149,Females,West Virginia,05-09 yrs,2015,0,50910,0,0
31150,Males,West Virginia,10-14 yrs,2015,0,54571,0,0
31151,Females,West Virginia,10-14 yrs,2015,0,51589,0,0
31152,Males,West Virginia,15-19 yrs,2015,0,56634,0,0
31153,Females,West Virginia,15-19 yrs,2015,0,53601,0,0
31154,Males,West Virginia,20-24 yrs,2015,0,62507,0,13
31155,Females,West Virginia,20-24 yrs,2015,0,59558,0,0
31156,Males,West Virginia,25-29 yrs,2015,0,56458,0,15
31157,Females,West Virginia,25-29 yrs,2015,0,53367,0,0
31158,Males,West Virginia,30-34 yrs,2015,10,54349,18.4,23
31159,Females,West Virginia,30-34 yrs,2015,0,52761,0,0
31160,Males,West Virginia,35-39 yrs,2015,11,56057,19.62,22
31161,Females,West Virginia,35-39 yrs,2015,0,55354,0,10
31162,Males,West Virginia,40-44 yrs,2015,13,58059,22.39,20
31163,Females,West Virginia,40-44 yrs,2015,0,57093,0,0
31164,Males,West Virginia,45-49 yrs,2015,12,59321,20.23,25
31165,Females,West Virginia,45-49 yrs,2015,0,58640,0,10
31166,Males,West Virginia,50-54 yrs,2015,11,63250,17.39,20
31167,Females,West Virginia,50-54 yrs,2015,0,65192,0,0
31168,Males,West Virginia,55-59 yrs,2015,19,67070,28.33,25
31169,Females,West Virginia,55-59 yrs,2015,0,69968,0,0
31170,Males,West Virginia,60-64 yrs,2015,19,63869,29.75,24
31171,Females,West Virginia,60-64 yrs,2015,0,67398,0,0
31172,Males,West Virginia,65-69 yrs,2015,21,56457,37.2,24
31173,Females,West Virginia,65-69 yrs,2015,0,59606,0,0
31174,Males,West Virginia,70-74 yrs,2015,15,38645,38.81,16
31175,Females,West Virginia,70-74 yrs,2015,0,42493,0,0
31176,Males,West Virginia,75-79 yrs,2015,17,26669,63.74,18
31177,Females,West Virginia,75-79 yrs,2015,0,32585,0,0
31178,Males,West Virginia,80-84 yrs,2015,0,16401,0,0
31179,Females,West Virginia,80-84 yrs,2015,0,24002,0,0
31180,Males,West Virginia,85+ yrs,2015,10,13734,72.81,11
31181,Females,West Virginia,85+ yrs,2015,0,26325,0,0
31182,Males,Wisconsin,00-04 yrs,2015,0,172934,0,0
31183,Females,Wisconsin,00-04 yrs,2015,0,164827,0,0
31184,Males,Wisconsin,05-09 yrs,2015,0,185098,0,0
31185,Females,Wisconsin,05-09 yrs,2015,0,176817,0,0
31186,Males,Wisconsin,10-14 yrs,2015,0,188455,0,0
31187,Females,Wisconsin,10-14 yrs,2015,0,180085,0,0
31188,Males,Wisconsin,15-19 yrs,2015,20,195220,10.24,30
31189,Females,Wisconsin,15-19 yrs,2015,0,187147,0,14
31190,Males,Wisconsin,20-24 yrs,2015,34,207519,16.38,56
31191,Females,Wisconsin,20-24 yrs,2015,0,200620,0,18
31192,Males,Wisconsin,25-29 yrs,2015,29,183071,15.84,53
31193,Females,Wisconsin,25-29 yrs,2015,0,171979,0,16
31194,Males,Wisconsin,30-34 yrs,2015,28,187387,14.94,53
31195,Females,Wisconsin,30-34 yrs,2015,0,183280,0,15
31196,Males,Wisconsin,35-39 yrs,2015,18,177392,10.15,54
31197,Females,Wisconsin,35-39 yrs,2015,0,172344,0,11
31198,Males,Wisconsin,40-44 yrs,2015,33,170885,19.31,49
31199,Females,Wisconsin,40-44 yrs,2015,0,167825,0,19
31200,Males,Wisconsin,45-49 yrs,2015,28,187095,14.97,59
31201,Females,Wisconsin,45-49 yrs,2015,0,185031,0,20
31202,Males,Wisconsin,50-54 yrs,2015,35,211659,16.54,83
31203,Females,Wisconsin,50-54 yrs,2015,0,213824,0,25
31204,Males,Wisconsin,55-59 yrs,2015,39,210474,18.53,65
31205,Females,Wisconsin,55-59 yrs,2015,0,212922,0,23
31206,Males,Wisconsin,60-64 yrs,2015,41,183868,22.3,58
31207,Females,Wisconsin,60-64 yrs,2015,0,187114,0,21
31208,Males,Wisconsin,65-69 yrs,2015,25,145660,17.16,35
31209,Females,Wisconsin,65-69 yrs,2015,0,151681,0,0
31210,Males,Wisconsin,70-74 yrs,2015,14,98149,14.26,22
